game_id,names,min_players,max_players,avg_time,year,avg_rating,geek_rating,num_votes,age,mechanic,owned,category,designer,publisher,weight,expands,Category_1,Category_2,Category_3,Category_4,Mechanic_1,Mechanic_2,Mechanic_3,Mechanic_4,Mechanic_5
147,Crude: The Oil Game,2,4,90.0,1974,6.72703,6.02019,1042.0,13,"Commodity Speculation, Dice Rolling, Tile Placement",1808,"Economic, Industry / Manufacturing",James J. St. Laurent,St. Laurent Games,2.7374,Nothing,Economic,Industry / Manufacturing,,,Commodity Speculation,Dice Rolling,Tile Placement,,
150,PitchCar,2,8,30.0,1995,7.25108,7.01173,9200.0,6,"Flicking, Modular Board, Race",9643,"Action / Dexterity, Children's Game, Party Game, Racing, Sports",Jean du Poël,Ferti,1.1281,Nothing,Action / Dexterity,Children's Game,Party Game,Racing,Flicking,Modular Board,Race,,
152,Mü & More,2,8,60.0,1995,7.16862,6.43294,1804.0,11,"Team-Based Game, Trick-taking",2950,"Card Game, Game System","Doris Matthäus, Frank Nestel",AMIGO,2.4828,Nothing,Card Game,Game System,,,Team-Based Game,Trick-taking,,,
153,Take 5!,2,6,60.0,1998,6.46714,6.01994,1749.0,10,"Hand Management, Set Collection",3220,Card Game,Wolfgang Kramer,AMIGO,1.4713,Nothing,Card Game,,,,Hand Management,Set Collection,,,
155,Was sticht?,3,4,60.0,1993,6.95981,5.94948,610.0,12,"Card Drafting, Trick-taking",860,"Card Game, Deduction",Karl-Heinz Schmiel,Moskito Spiele,2.3966,Nothing,Card Game,Deduction,,,Card Drafting,Trick-taking,,,
156,Wildlife Adventure,2,6,60.0,1985,6.82275,5.86824,563.0,10,"Network and Route Building, Point to Point Movement",852,"Animals, Exploration, Transportation","Wolfgang Kramer, Ursula Kramer",Otto Maier Verlag,1.8814,Nothing,Animals,Exploration,Transportation,,Network and Route Building,Point to Point Movement,,,
157,Eurorails,2,6,240.0,1990,7.07852,6.32147,1718.0,10,"Crayon Rail System, Network and Route Building, Pick-up and Deliver",2548,"Economic, Trains, Transportation","Darwin Bromley, Steven Courtemanche, Larry Roznai",Mayfair Games,2.7397,Nothing,Economic,Trains,Transportation,,Crayon Rail System,Network and Route Building,Pick-up and Deliver,,
162,The Awful Green Things From Outer Space,2,2,90.0,1979,6.50571,6.10711,2508.0,12,"Area Movement, Dice Rolling, Simulation",4413,"Science Fiction, Wargame",Tom Wham,Grow Jogos e Brinquedos,1.8618,Nothing,Science Fiction,Wargame,,,Area Movement,Dice Rolling,Simulation,,
163,Balderdash,2,6,60.0,1984,6.43603,6.18113,5066.0,12,"Paper-and-Pencil, Voting",8533,"Bluffing, Party Game, Word Game","Laura Robinson, Paul Toyne",Barnes & Noble,1.4182,Nothing,Bluffing,Party Game,Word Game,,Paper-and-Pencil,Voting,,,
164,"Before I Kill You, Mister Spy...",2,6,30.0,1996,5.41965,5.44681,1196.0,12,Push Your Luck,2331,"Card Game, Spies/Secret Agents",James Ernest,Cheapass Games,1.2672,Nothing,Card Game,Spies/Secret Agents,,,Push Your Luck,,,,
165,Black Box,1,2,20.0,1977,6.36053,5.81034,809.0,10,"Line Drawing, Pattern Recognition, Secret Unit Deployment",1509,"Abstract Strategy, Deduction, Puzzle",Eric Solomon,Alga,2.0667,Nothing,Abstract Strategy,Deduction,Puzzle,,Line Drawing,Pattern Recognition,Secret Unit Deployment,,
168,Empire Builder,2,6,180.0,1982,6.93696,6.39842,2777.0,12,"Connections, Crayon Rail System, Movement Points, Network and Route Building, Pick-up and Deliver",4112,"Economic, Trains, Transportation","Darwin Bromley, Bill Fawcett",Mayfair Games,2.6228,Nothing,Economic,Trains,Transportation,,Connections,Crayon Rail System,Movement Points,Network and Route Building,Pick-up and Deliver
169,En Garde,2,2,30.0,1993,6.48309,6.00751,1541.0,8,"Hand Management, Tug of War",2021,"Card Game, Sports",Reiner Knizia,ABACUSSPIELE,1.4,Nothing,Card Game,Sports,,,Hand Management,Tug of War,,,
170,Family Business,2,6,30.0,1982,6.07875,5.8819,3880.0,8,"Hand Management, Player Elimination, Take That",5773,"Card Game, Mafia",David B. Bromley,ADC Blackfire Entertainment,1.3245,Nothing,Card Game,Mafia,,,Hand Management,Player Elimination,Take That,,
172,For Sale,3,6,30.0,1997,7.22113,7.10796,21841.0,10,"Auction/Bidding, Auction: Sealed Bid, Auction: Turn Order Until Pass, Hand Management, Selection Order Bid",26377,"Card Game, Economic",Stefan Dorra,Albi,1.2691,Nothing,Card Game,Economic,,,Auction/Bidding,Auction: Sealed Bid,Auction: Turn Order Until Pass,Hand Management,Selection Order Bid
173,Formula Dé,2,10,120.0,1991,6.98813,6.71416,7555.0,10,"Different Dice Movement, Grid Movement, Player Elimination, Push Your Luck, Race, Roll / Spin and Move, Simulation, Team-Based Game",7829,"Racing, Sports","Laurent Lavaur, Eric Randall",Eurogames,1.9638,Nothing,Racing,Sports,,,Different Dice Movement,Grid Movement,Player Elimination,Push Your Luck,Race
175,What the Heck?,2,5,20.0,1988,6.49115,6.04822,1824.0,7,"Auction: Sealed Bid, Simultaneous Action Selection",2886,"Animals, Bluffing, Card Game",Alex Randolph,AMIGO,1.1804,Nothing,Animals,Bluffing,Card Game,,Auction: Sealed Bid,Simultaneous Action Selection,,,
176,Give Me the Brain!,3,8,15.0,1996,5.85637,5.67222,2083.0,10,"Action Points, Auction/Bidding, Hand Management",3498,"Card Game, Zombies",James Ernest,Cheapass Games,1.2759,Nothing,Card Game,Zombies,,,Action Points,Auction/Bidding,Hand Management,,
182,Hungry,2,4,30.0,1995,6.35894,5.77362,665.0,8,"Hand Management, Set Collection, Team-Based Game",967,"Card Game, Medieval",Reiner Knizia,Kanga Games,1.4222,Nothing,Card Game,Medieval,,,Hand Management,Set Collection,Team-Based Game,,
185,Devil Bunny Needs a Ham,2,5,30.0,1998,5.41096,5.4495,693.0,8,Roll / Spin and Move,1269,"Print & Play, Racing",James Ernest,Cheapass Games,1.1667,Nothing,Print & Play,Racing,,,Roll / Spin and Move,,,,
189,Die Siedler von Nürnberg,3,4,90.0,1999,6.93953,6.05462,886.0,10,"Dice Rolling, Hand Management, Memory, Trading",1683,"Medieval, Negotiation",Klaus Teuber,KOSMOS,2.7838,Nothing,Medieval,Negotiation,,,Dice Rolling,Hand Management,Memory,Trading,
192,Nicht die Bohne!,3,6,45.0,1999,6.35325,5.85713,1002.0,10,"Simultaneous Action Selection, Trading",1185,Card Game,Horst-Rainer Rösner,AMIGO,1.3619,Nothing,Card Game,,,,Simultaneous Action Selection,Trading,,,
193,Fill or Bust,2,10,30.0,1981,5.72635,5.54793,512.0,8,"Dice Rolling, Push Your Luck",1051,Dice,(Uncredited),ABACUSSPIELE,1.1707,Nothing,Dice,,,,Dice Rolling,Push Your Luck,,,
194,Groo: The Game,2,4,45.0,1997,6.28184,5.76688,811.0,10,"Dice Rolling, Take That",1103,"Card Game, City Building, Comic Book / Strip, Fantasy","Sergio Aragonés, Ken Whitman",Archangel Studios,1.5,Nothing,Card Game,City Building,Comic Book / Strip,Fantasy,Dice Rolling,Take That,,,
196,Kremlin,3,6,75.0,1986,6.9637,6.44143,2731.0,12,Voting,3882,"Negotiation, Political",Urs Hostettler,The Avalon Hill Game Co,2.8365,Nothing,Negotiation,Political,,,Voting,,,,
199,Manhattan,2,4,45.0,1994,6.72554,6.43066,4689.0,10,"Area Majority / Influence, Hand Management",6218,City Building,Andreas Seyfarth,Hans im Glück,1.9235,Nothing,City Building,,,,Area Majority / Influence,Hand Management,,,
200,Entdecker,2,4,60.0,1996,6.46325,5.96725,1374.0,10,"Area Majority / Influence, Modular Board, Tile Placement",2253,Exploration,Klaus Teuber,999 Games,2.2381,Nothing,Exploration,,,,Area Majority / Influence,Modular Board,Tile Placement,,
201,The Rose King,2,2,30.0,1992,6.80367,6.38036,2980.0,10,"Area Majority / Influence, Hand Management, Tile Placement",4736,"Abstract Strategy, Medieval",Dirk Henn,999 Games,1.964,Nothing,Abstract Strategy,Medieval,,,Area Majority / Influence,Hand Management,Tile Placement,,
202,Targui,2,4,120.0,1988,6.37759,5.77268,692.0,12,"Modular Board, Player Elimination",1440,Wargame,"Wil Dijkstra, Ben van Dijk",Jumbo,2.3793,Nothing,Wargame,,,,Modular Board,Player Elimination,,,
204,Stephenson's Rocket,2,4,60.0,1999,6.89112,6.39575,2505.0,12,"Area Majority / Influence, Chaining, Grid Movement, Hexagon Grid, Network and Route Building, Set Collection, Stock Holding, Tile Placement",3765,Trains,Reiner Knizia,999 Games,3.0653,Nothing,Trains,,,,Area Majority / Influence,Chaining,Grid Movement,Hexagon Grid,Network and Route Building
214,Café International,2,4,60.0,1989,6.24874,5.96107,2400.0,10,"Hand Management, Pattern Building, Tile Placement",3332,Abstract Strategy,Rudi Hoffmann,AMIGO,1.6667,Nothing,Abstract Strategy,,,,Hand Management,Pattern Building,Tile Placement,,
215,Tichu,4,4,60.0,1991,7.58365,7.34434,12758.0,10,"Betting and Bluffing, Hand Management, Ladder Climbing, Team-Based Game, Trick-taking",19199,Card Game,Urs Hostettler,Fata Morgana Spiele,2.3393,Nothing,Card Game,,,,Betting and Bluffing,Hand Management,Ladder Climbing,Team-Based Game,Trick-taking
216,Atlanteon,2,2,30.0,1992,5.8034,5.58753,698.0,12,"Area Majority / Influence, Tile Placement",1374,"Abstract Strategy, Napoleonic",Reiner Knizia,ABACUSSPIELE,2.0274,Nothing,Abstract Strategy,Napoleonic,,,Area Majority / Influence,Tile Placement,,,
217,A la carte,2,4,30.0,1989,6.47002,6.1464,2978.0,13,"Action Points, Dice Rolling, Set Collection",4004,Action / Dexterity,Karl-Heinz Schmiel,Heidelberger Spieleverlag,1.308,Nothing,Action / Dexterity,,,,Action Points,Dice Rolling,Set Collection,,
220,High Society,3,5,30.0,1995,7.01369,6.77766,7775.0,10,"Auction/Bidding, Auction: Turn Order Until Pass, Constrained Bidding",10453,Card Game,Reiner Knizia,Ravensburger Spieleverlag GmbH,1.5055,Nothing,Card Game,,,,Auction/Bidding,Auction: Turn Order Until Pass,Constrained Bidding,,
221,Ikusa,2,5,360.0,1986,7.0258,6.60714,4758.0,12,"Area Majority / Influence, Area Movement, Auction/Bidding, Dice Rolling, Multiple-Lot Auction, Simultaneous Action Selection",8015,"Civil War, Medieval, Territory Building, Wargame",Michael Gray,Milton Bradley,2.9461,Nothing,Civil War,Medieval,Territory Building,Wargame,Area Majority / Influence,Area Movement,Auction/Bidding,Dice Rolling,Multiple-Lot Auction
222,Space Beans,2,6,40.0,1999,6.08352,5.78639,1397.0,10,"Card Drafting, Set Collection",2334,"Card Game, Science Fiction",Uwe Rosenberg,AMIGO,1.3898,Nothing,Card Game,Science Fiction,,,Card Drafting,Set Collection,,,
223,Expedition,2,6,90.0,1996,6.83492,6.07173,1061.0,10,"Network and Route Building, Point to Point Movement",1306,"Exploration, Transportation, Travel",Wolfgang Kramer,AMIGO,1.9756,Nothing,Exploration,Transportation,Travel,,Network and Route Building,Point to Point Movement,,,
224,History of the World,3,6,270.0,1991,7.12224,6.67402,4297.0,12,"Area Majority / Influence, Dice Rolling, Hand Management",5273,"Ancient, Civilization, Medieval, Renaissance, Wargame","Gary Dicken, Steve Kendall, Phil Kendall","Avalon Hill Games, Inc.",2.7766,Nothing,Ancient,Civilization,Medieval,Renaissance,Area Majority / Influence,Dice Rolling,Hand Management,,
225,Icehouse,3,5,20.0,1989,6.64792,5.81523,602.0,8,unknown,1306,"Abstract Strategy, Real-time","John Cooper, Andrew Looney",Crystal Caste,2.5957,Nothing,Abstract Strategy,Real-time,,,unknown,,,,
228,Lunch Money,2,4,20.0,1996,5.62832,5.51677,2539.0,13,"Hand Management, Take That",4219,"Card Game, Fighting","John Nephew, Charlie Wiedman",Atlas Games,1.5152,Nothing,Card Game,Fighting,,,Hand Management,Take That,,,
229,King of the Elves,2,6,60.0,1999,6.217,5.83678,1270.0,10,"Card Drafting, Hand Management, Point to Point Movement",2377,"Card Game, Fantasy, Travel",Alan R. Moon,999 Games,2.0168,Nothing,Card Game,Fantasy,Travel,,Card Drafting,Hand Management,Point to Point Movement,,
230,Merchant of Venus,1,6,180.0,1988,7.15213,6.55734,2608.0,12,"Commodity Speculation, Dice Rolling, Pick-up and Deliver, Point to Point Movement, Roll / Spin and Move",3209,"Economic, Exploration, Science Fiction, Space Exploration, Transportation",Richard Hamblen,The Avalon Hill Game Co,2.8345,Nothing,Economic,Exploration,Science Fiction,Space Exploration,Commodity Speculation,Dice Rolling,Pick-up and Deliver,Point to Point Movement,Roll / Spin and Move
232,Serenissima,2,4,120.0,1996,6.8629,6.29223,2201.0,12,"Pick-up and Deliver, Trading",2986,"Economic, Nautical, Renaissance","Dominique Ehrhard, Duccio Vitale",Descartes Editeur,3.0394,Nothing,Economic,Nautical,Renaissance,,Pick-up and Deliver,Trading,,,
234,Hannibal: Rome vs. Carthage,2,2,200.0,1996,7.80624,7.23993,4677.0,12,"Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation",7135,"Ancient, Political, Wargame",Mark Simonitch,"Valley Games, Inc.",3.4415,Nothing,Ancient,Political,Wargame,,Area Majority / Influence,Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement,Simulation
235,Blackbeard,1,4,240.0,1991,6.32023,5.87959,1365.0,12,"Dice Rolling, Hexagon Grid, Simulation, Variable Player Powers",2777,"Adventure, Age of Reason, Nautical, Pirates, Wargame",Richard H. Berg,The Avalon Hill Game Co,3.1899,Nothing,Adventure,Age of Reason,Nautical,Pirates,Dice Rolling,Hexagon Grid,Simulation,Variable Player Powers,
237,Wooden Ships & Iron Men,2,2,60.0,1974,7.03804,6.33246,1894.0,12,"Action Queue, Dice Rolling, Hexagon Grid",3873,"Age of Reason, American Indian Wars, American Revolutionary War, Napoleonic, Nautical, Pirates, Post-Napoleonic, Wargame",S. Craig Taylor,The Avalon Hill Game Co,3.1224,Nothing,Age of Reason,American Indian Wars,American Revolutionary War,Napoleonic,Action Queue,Dice Rolling,Hexagon Grid,,
240,Britannia,3,5,300.0,1986,7.20854,6.72623,3950.0,12,"Area Movement, Dice Rolling, Stat Check Resolution, Turn Order: Stat-Based, Voting",5629,"Ancient, Civilization, Medieval, Wargame",Lewis Pulsipher,The Avalon Hill Game Co,3.1689,Nothing,Ancient,Civilization,Medieval,Wargame,Area Movement,Dice Rolling,Stat Check Resolution,Turn Order: Stat-Based,Voting
242,Junta,2,7,240.0,1978,6.70046,6.38984,5244.0,16,"Area Movement, Dice Rolling, Hand Management, Simultaneous Action Selection, Trading, Variable Player Powers, Voting",8205,"Bluffing, Humor, Mafia, Negotiation, Political, Wargame","Eric Goldberg, Ben Grossman, Steve Marsh (I), Steven Marsh (II), Vincent Tsao, Nikola Vrtis",Alderac Entertainment Group,2.8639,Nothing,Bluffing,Humor,Mafia,Negotiation,Area Movement,Dice Rolling,Hand Management,Simultaneous Action Selection,Trading
243,Advanced Squad Leader,2,2,480.0,1985,7.97291,7.12013,3384.0,14,"Critical Hits and Failures, Dice Rolling, Hexagon Grid, Line of Sight, Modular Board, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Secret Unit Deployment, Simulation, Time Track, Variable Player Powers",5514,"Wargame, World War II",Don Greenwood,The Avalon Hill Game Co,4.7233,Nothing,Wargame,World War II,,,Critical Hits and Failures,Dice Rolling,Hexagon Grid,Line of Sight,Modular Board
244,Circus Maximus,2,8,120.0,1979,6.73314,6.10765,1538.0,12,"Action Points, Action Queue, Betting and Bluffing, Dice Rolling, Grid Movement, Paper-and-Pencil, Player Elimination, Push Your Luck, Variable Player Powers",2807,"Ancient, Fighting, Racing","Don Greenwood, Michael S. Matheny",The Avalon Hill Game Co,2.6503,Nothing,Ancient,Fighting,Racing,,Action Points,Action Queue,Betting and Bluffing,Dice Rolling,Grid Movement
247,Gloria Picktoria,2,5,45.0,1996,6.36105,5.86458,1023.0,10,"Card Drafting, Set Collection",1941,Card Game,"Mick Ado, Alan R. Moon",999 Games,1.4815,Nothing,Card Game,,,,Card Drafting,Set Collection,,,
248,Blood Royale,3,5,240.0,1987,6.54361,5.79988,619.0,12,"Pick-up and Deliver, Set Collection",1143,"Medieval, Negotiation, Political, Territory Building","Derek Carver, Paul Cockburn",Games Workshop Ltd.,3.3231,Nothing,Medieval,Negotiation,Political,Territory Building,Pick-up and Deliver,Set Collection,,,
249,Lifeboats,3,6,90.0,1993,6.58846,6.25563,3367.0,12,"Player Elimination, Simultaneous Action Selection, Voting",3577,"Nautical, Negotiation, Party Game",Ronald Wettering,Argentum Verlag,1.7883,Nothing,Nautical,Negotiation,Party Game,,Player Elimination,Simultaneous Action Selection,Voting,,
254,Empires in Arms,2,7,12000.0,1983,7.54978,6.36729,1203.0,14,"Area Movement, Dice Rolling, Secret Unit Deployment, Simulation, Variable Player Powers",2054,"Economic, Napoleonic, Negotiation, Political, Wargame","Greg Pinder, Harry Rowland",Australian Design Group,4.4129,Nothing,Economic,Napoleonic,Negotiation,Political,Area Movement,Dice Rolling,Secret Unit Deployment,Simulation,Variable Player Powers
256,Mississippi Queen,3,5,45.0,1997,6.35117,6.11056,3749.0,10,"Grid Movement, Modular Board, Pick-up and Deliver, Race",5464,"Nautical, Racing, Transportation",Werner Hodel,Goldsieber Spiele,1.6919,Nothing,Nautical,Racing,Transportation,,Grid Movement,Modular Board,Pick-up and Deliver,Race,
257,Kill Doctor Lucky,3,8,45.0,1996,6.16207,5.99285,6297.0,12,"Card Drafting, Hand Management, Point to Point Movement",10241,"Humor, Murder/Mystery",James Ernest,Cheapass Games,1.6472,Nothing,Humor,Murder/Mystery,,,Card Drafting,Hand Management,Point to Point Movement,,
258,Fluxx,2,6,30.0,1997,5.6785,5.56944,15146.0,8,"Hand Management, Set Collection",25573,Card Game,"Andrew Looney, Kristin Looney",Looney Labs,1.3863,Nothing,Card Game,,,,Hand Management,Set Collection,,,
259,Atlantic Storm,2,6,60.0,1997,6.52633,5.76045,525.0,10,Trick-taking,659,"Card Game, Nautical, Wargame, World War II","Don Greenwood, Ben Knight",The Avalon Hill Game Co,2.0526,Nothing,Card Game,Nautical,Wargame,World War II,Trick-taking,,,,
264,Enemy in Sight,2,8,120.0,1988,6.21935,5.72833,644.0,10,"Hand Management, Take That",1223,"American Revolutionary War, Card Game, Napoleonic, Nautical, Wargame",Neal Schlaffer,The Avalon Hill Game Co,1.7027,Nothing,American Revolutionary War,Card Game,Napoleonic,Nautical,Hand Management,Take That,,,
265,Intrigue,3,5,45.0,1994,6.3694,6.04689,2503.0,14,"Area Majority / Influence, Auction/Bidding, Bribery, Hand Management",3622,"Negotiation, Renaissance",Stefan Dorra,AMIGO,1.9469,Nothing,Negotiation,Renaissance,,,Area Majority / Influence,Auction/Bidding,Bribery,Hand Management,
267,Tycoon,2,4,90.0,1998,6.78501,5.90155,656.0,10,"Area Majority / Influence, Point to Point Movement",1009,Economic,"Wolfgang Kramer, Horst-Rainer Rösner",Jumbo,2.6456,Nothing,Economic,,,,Area Majority / Influence,Point to Point Movement,,,
270,Svea Rike,2,5,120.0,1996,6.37603,5.71433,546.0,12,"Area Majority / Influence, Card Drafting, End Game Bonuses, Events, Set Collection, Take That",809,"Civilization, Economic","Dan Glimne, Henrik Strandberg",Användbart Litet Företag,2.525,Nothing,Civilization,Economic,,,Area Majority / Influence,Card Drafting,End Game Bonuses,Events,Set Collection
277,Res Publica,3,5,60.0,1991,5.9329,5.65959,922.0,10,"Set Collection, Trading",1703,"Card Game, Civilization",Reiner Knizia,Queen Games,1.6951,Nothing,Card Game,Civilization,,,Set Collection,Trading,,,
278,Catan Card Game,2,2,120.0,1996,6.7272,6.55767,12589.0,10,"Card Drafting, Dice Rolling, Hand Management, Trading",20846,"Card Game, City Building, Territory Building",Klaus Teuber,KOSMOS,2.4521,Nothing,Card Game,City Building,Territory Building,,Card Drafting,Dice Rolling,Hand Management,Trading,
279,The Very Clever Pipe Game,2,4,20.0,1996,6.21796,5.74685,811.0,10,Tile Placement,1365,"Abstract Strategy, Card Game",James Ernest,Cheapass Games,1.5875,Nothing,Abstract Strategy,Card Game,,,Tile Placement,,,,
283,Advanced Third Reich,2,6,2480.0,1992,6.85669,5.8985,714.0,12,"Dice Rolling, Hexagon Grid, Simulation",1530,"Wargame, World War II",Bruce Harper,The Avalon Hill Game Co,4.521,Nothing,Wargame,World War II,,,Dice Rolling,Hexagon Grid,Simulation,,
286,Machiavelli,4,8,480.0,1977,7.10962,6.11403,1001.0,12,"Area Movement, Player Elimination, Simultaneous Action Selection, Variable Player Powers",1979,"Bluffing, Negotiation, Political, Renaissance, Wargame","S. Craig Taylor, James B. Wood",The Avalon Hill Game Co,3.219,Nothing,Bluffing,Negotiation,Political,Renaissance,Area Movement,Player Elimination,Simultaneous Action Selection,Variable Player Powers,
